LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans1",Parameter = "Curve Number ID",Record # = "2851",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans2",Parameter = "Curve Number ID",Record # = "2859",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans3",Parameter = "Curve Number ID",Record # = "2867",A blank was encountered on the first event of a new management schedule with an operation date of "04/26/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans4",Parameter = "Curve Number ID",Record # = "2874",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans5",Parameter = "Curve Number ID",Record # = "2882",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans1",Parameter = "Curve Number ID",Record # = "2890",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans2",Parameter = "Curve Number ID",Record # = "2898",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans3",Parameter = "Curve Number ID",Record # = "2906",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans4",Parameter = "Curve Number ID",Record # = "2914",A blank was encountered on the first event of a new management schedule with an operation date of "04/30/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans5",Parameter = "Curve Number ID",Record # = "2921",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans6",Parameter = "Curve Number ID",Record # = "2929",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans;1",Parameter = "Curve Number ID",Record # = "2937",A blank was encountered on the first event of a new management schedule with an operation date of "05/05/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans;2",Parameter = "Curve Number ID",Record # = "2944",A blank was encountered on the first event of a new management schedule with an operation date of "06/23/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi34",Parameter = "Curve Number ID",Record # = "2950",A blank was encountered on the first event of a new management schedule with an operation date of "10/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi35",Parameter = "Curve Number ID",Record # = "2964",A blank was encountered on the first event of a new management schedule with an operation date of "10/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi36",Parameter = "Curve Number ID",Record # = "2979",A blank was encountered on the first event of a new management schedule with an operation date of "10/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans15",Parameter = "Curve Number ID",Record # = "2993",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans16",Parameter = "Curve Number ID",Record # = "3001",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans17",Parameter = "Curve Number ID",Record # = "3009",A blank was encountered on the first event of a new management schedule with an operation date of "05/10/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans18",Parameter = "Curve Number ID",Record # = "3015",A blank was encountered on the first event of a new management schedule with an operation date of "04/26/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans19",Parameter = "Curve Number ID",Record # = "3022",A blank was encountered on the first event of a new management schedule with an operation date of "06/11/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans20",Parameter = "Curve Number ID",Record # = "3028",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans21",Parameter = "Curve Number ID",Record # = "3036",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans22",Parameter = "Curve Number ID",Record # = "3044",A blank was encountered on the first event of a new management schedule with an operation date of "06/11/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "soybeans23",Parameter = "Curve Number ID",Record # = "3051",A blank was encountered on the first event of a new management schedule with an operation date of "06/11/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans6",Parameter = "Curve Number ID",Record # = "3058",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans7",Parameter = "Curve Number ID",Record # = "3066",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans8",Parameter = "Curve Number ID",Record # = "3074",A blank was encountered on the first event of a new management schedule with an operation date of "04/26/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2soybeans9",Parameter = "Curve Number ID",Record # = "3081",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2oybeans10",Parameter = "Curve Number ID",Record # = "3089",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans7",Parameter = "Curve Number ID",Record # = "3097",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans8",Parameter = "Curve Number ID",Record # = "3105",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3soybeans9",Parameter = "Curve Number ID",Record # = "3113",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3oybeans10",Parameter = "Curve Number ID",Record # = "3121",A blank was encountered on the first event of a new management schedule with an operation date of "04/26/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2oybeans11",Parameter = "Curve Number ID",Record # = "3128",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2oybeans12",Parameter = "Curve Number ID",Record # = "3136",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi37",Parameter = "Curve Number ID",Record # = "3144",A blank was encountered on the first event of a new management schedule with an operation date of "10/17/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi38",Parameter = "Curve Number ID",Record # = "3158",A blank was encountered on the first event of a new management schedule with an operation date of "10/17/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi39",Parameter = "Curve Number ID",Record # = "3172",A blank was encountered on the first event of a new management schedule with an operation date of "10/16/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "wheat;wi40",Parameter = "Curve Number ID",Record # = "3185",A blank was encountered on the first event of a new management schedule with an operation date of "10/30/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con1",Parameter = "Curve Number ID",Record # = "3199",A blank was encountered on the first event of a new management schedule with an operation date of "10/10/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con2",Parameter = "Curve Number ID",Record # = "3214",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con3",Parameter = "Curve Number ID",Record # = "3228",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con4",Parameter = "Curve Number ID",Record # = "3240",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco;_1",Parameter = "Curve Number ID",Record # = "3252",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco;_1",Parameter = "Curve Number ID",Record # = "3264",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3obacco;_1",Parameter = "Curve Number ID",Record # = "3277",A blank was encountered on the first event of a new management schedule with an operation date of "09/16/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;_2",Parameter = "Curve Number ID",Record # = "3288",A blank was encountered on the first event of a new management schedule with an operation date of "05/06/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;1",Parameter = "Curve Number ID",Record # = "3297",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;2",Parameter = "Curve Number ID",Record # = "3310",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;3",Parameter = "Curve Number ID",Record # = "3322",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;4",Parameter = "Curve Number ID",Record # = "3335",A blank was encountered on the first event of a new management schedule with an operation date of "10/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;5",Parameter = "Curve Number ID",Record # = "3349",A blank was encountered on the first event of a new management schedule with an operation date of "09/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;6",Parameter = "Curve Number ID",Record # = "3364",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;7",Parameter = "Curve Number ID",Record # = "3378",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;8",Parameter = "Curve Number ID",Record # = "3390",A blank was encountered on the first event of a new management schedule with an operation date of "10/10/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;9",Parameter = "Curve Number ID",Record # = "3405",A blank was encountered on the first event of a new management schedule with an operation date of "10/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;10",Parameter = "Curve Number ID",Record # = "3419",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con5",Parameter = "Curve Number ID",Record # = "3429",A blank was encountered on the first event of a new management schedule with an operation date of "10/10/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con6",Parameter = "Curve Number ID",Record # = "3444",A blank was encountered on the first event of a new management schedule with an operation date of "10/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con7",Parameter = "Curve Number ID",Record # = "3458",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63_con8",Parameter = "Curve Number ID",Record # = "3470",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco;_3",Parameter = "Curve Number ID",Record # = "3482",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco;_4",Parameter = "Curve Number ID",Record # = "3494",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco;_3",Parameter = "Curve Number ID",Record # = "3507",A blank was encountered on the first event of a new management schedule with an operation date of "10/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco;_4",Parameter = "Curve Number ID",Record # = "3518",A blank was encountered on the first event of a new management schedule with an operation date of "05/06/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;11",Parameter = "Curve Number ID",Record # = "3527",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;12",Parameter = "Curve Number ID",Record # = "3540",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;13",Parameter = "Curve Number ID",Record # = "3553",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;14",Parameter = "Curve Number ID",Record # = "3567",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;15",Parameter = "Curve Number ID",Record # = "3579",A blank was encountered on the first event of a new management schedule with an operation date of "10/10/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;16",Parameter = "Curve Number ID",Record # = "3593",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;17",Parameter = "Curve Number ID",Record # = "3607",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "fall_seed1",Parameter = "Curve Number ID",Record # = "3617",A blank was encountered on the first event of a new management schedule with an operation date of "09/16/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "fall_seed2",Parameter = "Curve Number ID",Record # = "3763",A blank was encountered on the first event of a new management schedule with an operation date of "09/16/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "fall_seed3",Parameter = "Curve Number ID",Record # = "3854",A blank was encountered on the first event of a new management schedule with an operation date of "09/16/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "spring_se1",Parameter = "Curve Number ID",Record # = "3939",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "spring_se2",Parameter = "Curve Number ID",Record # = "4006",A blank was encountered on the first event of a new management schedule with an operation date of "05/09/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "spring_se3",Parameter = "Curve Number ID",Record # = "4081",A blank was encountered on the first event of a new management schedule with an operation date of "05/09/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "spring_se4",Parameter = "Curve Number ID",Record # = "4150",A blank was encountered on the first event of a new management schedule with an operation date of "05/09/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "spring_se5",Parameter = "Curve Number ID",Record # = "4223",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre1",Parameter = "Curve Number ID",Record # = "4300",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre2",Parameter = "Curve Number ID",Record # = "4321",A blank was encountered on the first event of a new management schedule with an operation date of "10/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre3",Parameter = "Curve Number ID",Record # = "4344",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre4",Parameter = "Curve Number ID",Record # = "4365",A blank was encountered on the first event of a new management schedule with an operation date of "10/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre5",Parameter = "Curve Number ID",Record # = "4388",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre6",Parameter = "Curve Number ID",Record # = "4399",A blank was encountered on the first event of a new management schedule with an operation date of "10/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre7",Parameter = "Curve Number ID",Record # = "4413",A blank was encountered on the first event of a new management schedule with an operation date of "10/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre8",Parameter = "Curve Number ID",Record # = "4427",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre9",Parameter = "Curve Number ID",Record # = "4439",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;pumk",Parameter = "Curve Number ID",Record # = "4451",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;pump",Parameter = "Curve Number ID",Record # = "4466",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "pumkins_(c",Parameter = "Curve Number ID",Record # = "4481",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "pumpkins_(",Parameter = "Curve Number ID",Record # = "4495",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1trawberr1",Parameter = "Curve Number ID",Record # = "4509",A blank was encountered on the first event of a new management schedule with an operation date of "08/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1trawberr2",Parameter = "Curve Number ID",Record # = "4520",A blank was encountered on the first event of a new management schedule with an operation date of "08/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2trawberr1",Parameter = "Curve Number ID",Record # = "4531",A blank was encountered on the first event of a new management schedule with an operation date of "08/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2trawberr2",Parameter = "Curve Number ID",Record # = "4542",A blank was encountered on the first event of a new management schedule with an operation date of "08/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tomato;_f1",Parameter = "Curve Number ID",Record # = "4553",A blank was encountered on the first event of a new management schedule with an operation date of "11/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tomato;_f2",Parameter = "Curve Number ID",Record # = "4565",A blank was encountered on the first event of a new management schedule with an operation date of "11/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tomato;_no",Parameter = "Curve Number ID",Record # = "4577",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tomato;_s1",Parameter = "Curve Number ID",Record # = "4585",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tomato;_s2",Parameter = "Curve Number ID",Record # = "4599",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetable1",Parameter = "Curve Number ID",Record # = "4610",A blank was encountered on the first event of a new management schedule with an operation date of "08/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetable2",Parameter = "Curve Number ID",Record # = "4618",A blank was encountered on the first event of a new management schedule with an operation date of "08/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetable3",Parameter = "Curve Number ID",Record # = "4628",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetable4",Parameter = "Curve Number ID",Record # = "4635",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl1",Parameter = "Curve Number ID",Record # = "4642",A blank was encountered on the first event of a new management schedule with an operation date of "11/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl2",Parameter = "Curve Number ID",Record # = "4655",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl3",Parameter = "Curve Number ID",Record # = "4664",A blank was encountered on the first event of a new management schedule with an operation date of "02/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl4",Parameter = "Curve Number ID",Record # = "4677",A blank was encountered on the first event of a new management schedule with an operation date of "11/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
